"Batch_id";"Production_date";"Product_ID";"Production_line";"Shift";"Planned_output_kg";"Actual_output_kg";"Waste_kg";"Operation_minutes"
"5707YW";"2025-06-30";10002;"Line 1";"NS";1367.4;1281.4;104.1;319
"5708AK";"2025-03-12";10018;"Line 1";"AS";1727.9;1617.0;111.7;473
"5708MC";"2025-05-12";10008;"Line 2";"AS";1856.3;1689.8;171.0;399
"5708QA";"2025-05-31";10002;"Line 1";"AS";1654.9;1638.4;31.4;488
"5708TO";"2025-12-16";10001;"Line 1";"NS";2415.8;2275.3;141.6;397
"5709GT";"2025-12-11";10006;"Line 1";"AS";2209.7;2037.7;185.1;500
"5709KI";"2025-09-22";10014;"Line 2";"NS";2143.8;1875.4;269.7;422
"5709KW";"2025-05-17";10004;"Line 2";"DS";1766.3;1563.4;213.8;484
"5710DW";"2025-01-26";10020;"Line 2";"NS";1567.4;1406.1;178.6;410
"5710GQ";"2025-05-29";10012;"Line 1";"DS";1903.8;1759.0;155.0;418
"5710HM";"2025-10-17";10019;"Line 3";"NS";2417.2;2297.6;132.6;420
"5710KR";"2025-08-22";10012;"Line 1";"AS";1514.8;1339.0;190.9;541
"5710TI";"2025-10-26";10007;"Line 3";"DS";2223.9;2036.5;192.7;469
"5710WL";"2025-09-29";10007;"Line 3";"AS";1823.4;1805.2;37.7;500
"5711AB";"2025-11-17";10019;"Line 3";"DS";2199.5;1985.0;233.1;403
"5711JW";"2025-12-25";10012;"Line 1";"DS";2358.5;2220.9;148.5;440
"5711TJ";"2025-09-06";10015;"Line 1";"AS";1936.6;1834.5;107.7;444
"5711ZH";"2025-08-20";10003;"Line 1";"DS";1822.2;1677.4;148.6;514
"5712CZ";"2025-02-27";10015;"Line 1";"DS";1560.5;1399.8;177.0;456
"5713CS";"2025-04-25";10012;"Line 1";"NS";1575.1;1427.7;162.7;406
"5713LW";"2025-11-24";10002;"Line 1";"AS";1999.6;1907.9;92.5;421
"5713MW";"2025-10-01";10004;"Line 2";"AS";1536.2;1513.5;34.4;398
"5713OH";"2025-02-16";10009;"Line 1";"DS";2359.3;2171.3;200.6;297
"5713OI";"2025-08-20";10020;"Line 2";"AS";1599.8;1566.3;47.5;467
"5713PG";"2025-02-09";10015;"Line 1";"DS";1555.1;1522.6;51.0;300
"5713RD";"2025-11-11";10005;"Line 2";"AS";1331.2;1260.0;79.2;426
"5714HE";"2025-10-29";10013;"Line 3";"DS";1686.1;1619.6;86.4;436
"5715SI";"2025-05-05";10012;"Line 1";"AS";1399.8;1261.9;140.2;489
"5715TK";"2025-04-22";10002;"Line 1";"AS";1998.2;1953.9;52.4;536
"5715UH";"2025-06-12";10015;"Line 1";"AS";1486.5;1429.5;72.3;330
"5716GP";"2025-11-23";10020;"Line 2";"DS";929.0;840.7;100.7;424
"5716GS";"2025-07-31";10002;"Line 1";"AS";2095.5;1984.0;125.9;471
"5716KA";"2025-12-28";10018;"Line 1";"DS";1899.5;1737.6;168.3;424
"5716LP";"2025-10-01";10004;"Line 2";"DS";1483.7;1384.1;100.0;416
"5716ML";"2025-12-14";10018;"Line 1";"NS";1774.8;1458.8;323.8;451
"5717RL";"2025-04-06";10001;"Line 1";"AS";2063.5;1928.4;149.5;515
"5717YM";"2025-10-20";10007;"Line 3";"NS";1870.4;1765.7;107.6;371
"5718YV";"2025-01-25";10003;"Line 1";"DS";2485.2;2375.9;123.3;464
"5719AT";"2025-08-29";10015;"Line 1";"NS";1985.4;1703.4;288.0;491
"5719MD";"2025-03-21";10009;"Line 1";"DS";1527.2;1469.3;70.1;381
"5719OF";"2025-07-17";10001;"Line 1";"AS";1723.1;1528.0;207.7;418
"5719VG";"2025-12-30";10010;"Line 3";"NS";1957.0;1905.1;59.4;391
"5720XK";"2025-11-28";10002;"Line 1";"DS";1342.1;1281.3;72.3;424
"5721JM";"2025-04-22";10004;"Line 2";"AS";2327.5;2132.6;203.6;485
"5721LD";"2025-01-17";10002;"Line 1";"NS";1526.5;1418.8;113.1;399
"5722CQ";"2025-08-28";10018;"Line 1";"DS";1878.4;1739.6;151.7;422
"5722GM";"2025-02-02";10009;"Line 1";"DS";1873.3;1706.1;180.8;360
"5722JC";"2025-10-26";10003;"Line 1";"NS";2527.4;2364.9;177.4;465
"5723KK";"2025-06-24";10012;"Line 1";"AS";1985.0;1881.8;115.4;432
"5724KA";"2025-11-29";10009;"Line 1";"NS";824.3;816.1;11.3;436
"5724KM";"2025-10-01";10015;"Line 1";"NS";1469.2;1300.2;183.7;446
"5724KT";"2025-12-13";10009;"Line 1";"DS";1351.8;1255.1;115.6;350
"5725DZ";"2025-03-29";10012;"Line 1";"DS";1500.9;1344.6;168.0;500
"5725RI";"2025-04-26";10012;"Line 1";"NS";1959.1;1883.7;91.8;472
"5725VB";"2025-01-13";10018;"Line 1";"AS";1891.3;1765.1;129.5;446
"5725XI";"2025-09-15";10002;"Line 1";"DS";2006.4;1986.3;24.9;408
"5726VW";"2025-01-09";10002;"Line 1";"DS";1457.3;1442.5;23.4;458
"5727CK";"2025-11-28";10007;"Line 3";"DS";2108.8;1989.3;136.6;423
"5727WX";"2025-08-17";10004;"Line 2";"AS";1484.6;1383.9;106.6;434
"5728LV";"2025-08-11";10003;"Line 1";"DS";2201.0;2000.1;205.9;503
"5728OS";"2025-10-18";10016;"Line 2";"AS";1531.3;1365.0;186.1;470
"5729ND";"2025-01-29";10004;"Line 2";"NS";2179.9;1963.3;220.6;437
"5729WW";"2025-10-04";10001;"Line 1";"AS";2273.5;2157.2;125.1;498
"5730AB";"2025-01-19";10008;"Line 2";"DS";2565.8;2347.0;227.5;439
"5730EC";"2025-07-19";10001;"Line 1";"AS";1623.0;1538.8;93.3;421
"5730FD";"2025-05-21";10007;"Line 3";"NS";1898.0;1838.5;75.2;470
"5731DG";"2025-01-12";10012;"Line 1";"DS";1579.4;1453.5;134.2;472
"5732SO";"2025-12-18";10003;"Line 1";"DS";2591.4;2376.4;221.9;482
"5733NY";"2025-07-03";10002;"Line 1";"DS";1656.5;1460.0;198.2;376
"5733QJ";"2025-10-31";10009;"Line 1";"NS";1323.8;1245.9;88.3;511
"5733SA";"2025-05-08";10013;"Line 3";"NS";1536.9;1415.2;134.4;457
"5733TJ";"2025-12-21";10009;"Line 1";"NS";1828.4;1669.5;172.0;573
"5734FE";"2025-04-07";10004;"Line 2";"DS";1599.3;1418.6;191.6;392
"5734TE";"2025-11-05";10012;"Line 1";"DS";1913.5;1689.6;226.7;383
"5734XM";"2025-12-10";10017;"Line 3";"AS";1040.6;927.3;117.6;393
"5735AP";"2025-09-24";10002;"Line 1";"DS";1598.2;1582.2;33.8;440
"5735CD";"2025-01-20";10005;"Line 2";"DS";2188.0;2035.9;170.1;479
"5735DH";"2025-02-24";10009;"Line 1";"AS";1353.4;1212.4;151.6;352
"5735FJ";"2025-09-09";10016;"Line 2";"DS";2093.0;2041.8;51.5;467
"5735IC";"2025-12-31";10010;"Line 3";"AS";1417.8;1262.6;166.1;485
"5735XI";"2025-03-29";10004;"Line 2";"NS";1821.9;1605.7;233.5;471
"5736YX";"2025-08-15";10005;"Line 2";"DS";1903.4;1732.6;188.4;592
"5737CG";"2025-06-02";10002;"Line 1";"DS";1856.4;1837.8;20.7;544
"5737EW";"2025-03-22";10012;"Line 1";"NS";2043.1;1932.2;129.9;444
"5737HZ";"2025-05-07";10012;"Line 1";"DS";1832.6;1737.4;104.3;391
"5737MO";"2025-11-04";10016;"Line 2";"AS";1959.4;1793.8;174.8;372
"5737TV";"2025-02-13";10008;"Line 2";"AS";1553.4;1351.9;214.1;525
"5737VM";"2025-10-22";10001;"Line 1";"AS";2002.7;1969.2;49.1;434
"5738KC";"2025-01-29";10012;"Line 1";"DS";1977.4;1735.0;249.9;456
"5740BV";"2025-07-05";10006;"Line 1";"AS";1273.1;1199.3;75.4;469
"5740OJ";"2025-09-09";10007;"Line 3";"DS";1668.5;1536.1;146.3;473
"5740QU";"2025-07-26";10005;"Line 2";"NS";1892.5;1809.4;102.1;448
"5740XT";"2025-07-26";10015;"Line 1";"AS";1477.9;1463.1;22.7;399
"5740YK";"2025-03-28";10002;"Line 1";"AS";1916.5;1824.6;108.2;450
"5741QS";"2025-06-08";10009;"Line 1";"DS";1774.0;1566.5;219.6;455
"5742RT";"2025-11-09";10009;"Line 1";"AS";1946.1;1836.3;122.1;444
"5743CA";"2025-04-10";10017;"Line 3";"NS";1646.6;1497.8;159.0;427
"5743PJ";"2025-10-06";10013;"Line 3";"DS";1854.6;1778.0;78.4;458
"5743UX";"2025-01-10";10005;"Line 2";"DS";2282.5;2048.5;235.3;553
"5744CP";"2025-12-13";10008;"Line 2";"NS";1818.9;1752.2;67.0;485
"5744EV";"2025-12-08";10010;"Line 3";"NS";2312.3;1977.2;346.8;406
"5744KD";"2025-03-23";10009;"Line 1";"DS";1505.3;1374.1;144.5;415
"5744MT";"2025-11-06";10009;"Line 1";"DS";1805.3;1602.5;206.3;458
"5744QX";"2025-05-03";10012;"Line 1";"AS";1385.3;1285.9;111.6;401
"5744XE";"2025-11-17";10010;"Line 3";"AS";1775.9;1586.0;205.1;512
"5745MF";"2025-12-15";10012;"Line 1";"AS";1595.5;1492.6;122.2;385
"5746EW";"2025-04-21";10002;"Line 1";"DS";1908.7;1861.1;54.7;299
"5747OL";"2025-01-05";10005;"Line 2";"DS";1944.0;1833.8;119.8;454
"5747RZ";"2025-02-16";10015;"Line 1";"DS";1662.6;1542.8;122.5;355
"5747WV";"2025-06-14";10012;"Line 1";"AS";1959.1;1858.0;112.8;351
"5748FU";"2025-01-21";10015;"Line 1";"DS";1515.9;1469.3;48.1;420
"5748FX";"2025-03-21";10004;"Line 2";"NS";1534.0;1420.9;114.7;486
"5748GQ";"2025-08-18";10012;"Line 1";"AS";2123.7;1860.1;274.4;382
"5748LM";"2025-11-28";10009;"Line 1";"NS";1684.6;1667.8;23.5;365
"5749EO";"2025-12-31";10014;"Line 2";"AS";1201.5;1139.1;75.2;439
"5749PQ";"2025-08-19";10011;"Line 2";"NS";1673.2;1641.7;43.9;461
"5750NW";"2025-09-03";10009;"Line 1";"DS";1688.0;1609.1;80.2;327
"5751ND";"2025-03-30";10002;"Line 1";"AS";1818.5;1651.7;173.3;384
"5752DO";"2025-09-23";10001;"Line 1";"AS";1852.3;1567.0;295.0;488
"5752LN";"2025-07-15";10015;"Line 1";"DS";2316.5;2250.3;78.9;441
"5754XC";"2025-07-20";10008;"Line 2";"NS";2088.5;2002.2;96.8;435
"5755MB";"2025-11-01";10012;"Line 1";"DS";1526.4;1511.1;18.9;516
"5755YE";"2025-06-29";10002;"Line 1";"NS";1637.3;1500.3;156.2;513
"5756FX";"2025-11-02";10019;"Line 3";"DS";1006.6;936.2;84.5;422
"5756MA";"2025-01-03";10011;"Line 2";"NS";1482.7;1411.1;82.5;418
"5756QC";"2025-06-17";10011;"Line 2";"AS";1412.3;1322.2;96.7;388
"5757ER";"2025-05-07";10005;"Line 2";"DS";1948.0;1799.1;154.0;430
"5757PP";"2025-03-09";10007;"Line 3";"AS";1743.5;1640.1;120.2;398
"5758KB";"2025-09-26";10005;"Line 2";"NS";1584.8;1439.1;164.7;392
"5759AJ";"2025-04-24";10018;"Line 1";"DS";880.6;816.0;82.5;280
"5759ID";"2025-02-11";10007;"Line 3";"AS";1509.6;1334.9;176.9;385
"5760BD";"2025-09-17";10003;"Line 1";"DS";1281.3;1128.5;171.3;433
"5760FX";"2025-08-10";10017;"Line 3";"DS";1480.2;1372.6;122.8;315
"5760UL";"2025-06-30";10016;"Line 2";"DS";2193.0;2171.1;40.9;381
"5761NH";"2025-11-11";10003;"Line 1";"AS";1014.9;990.7;25.4;487
"5761ZC";"2025-08-31";10004;"Line 2";"AS";2410.9;2381.0;41.8;374
"5763HT";"2025-01-03";10010;"Line 3";"DS";1400.2;1386.2;27.5;471
"5763JT";"2025-02-26";10008;"Line 2";"AS";2004.3;1868.3;146.8;421
"5763JV";"2025-01-12";10010;"Line 3";"NS";2177.8;1863.9;326.2;409
"5763TV";"2025-02-26";10001;"Line 1";"DS";1630.8;1535.4;113.3;521
"5764EO";"2025-01-04";10019;"Line 3";"DS";979.4;909.4;88.1;415
"5764JE";"2025-06-14";10004;"Line 2";"AS";2466.6;2284.3;199.4;456
"5764TG";"2025-08-25";10002;"Line 1";"DS";1688.0;1543.6;154.2;491
"5764ZM";"2025-06-22";10002;"Line 1";"DS";2060.1;1887.3;185.2;459
"5765GH";"2025-02-05";10002;"Line 1";"DS";1409.6;1304.9;121.4;324
"5766NA";"2025-02-02";10013;"Line 3";"DS";1591.4;1541.1;63.5;503
"5766VD";"2025-08-11";10007;"Line 3";"NS";2002.0;1883.0;131.8;470
"5767EC";"2025-10-08";10007;"Line 3";"AS";1636.2;1530.4;108.9;408
"5767NZ";"2025-12-08";10002;"Line 1";"AS";1571.2;1492.7;80.3;489
"5767OB";"2025-08-18";10002;"Line 1";"NS";1795.8;1650.5;158.7;433
"5767VX";"2025-03-03";10020;"Line 2";"DS";1413.8;1343.8;71.1;455
"5768IH";"2025-04-02";10011;"Line 2";"AS";1975.1;1882.1;112.3;322
"5768LA";"2025-04-01";10004;"Line 2";"DS";1733.0;1629.3;104.6;331
"5768UD";"2025-06-17";10020;"Line 2";"DS";2054.7;1969.7;93.7;387
"5768VA";"2025-06-11";10009;"Line 1";"NS";1990.7;1858.0;151.8;491
"5768VH";"2025-12-10";10001;"Line 1";"AS";1711.1;1618.1;111.3;383
"5768ZM";"2025-11-17";10003;"Line 1";"NS";800.0;747.2;68.5;455
"5769VU";"2025-11-10";10004;"Line 2";"DS";1564.9;1385.5;197.2;358
"5770IL";"2025-02-24";10014;"Line 2";"AS";1581.2;1386.3;204.7;435
"5771KV";"2025-07-21";10008;"Line 2";"DS";808.2;711.8;107.9;472
"5771RO";"2025-03-16";10015;"Line 1";"NS";1491.8;1473.0;38.4;436
"5771XS";"2025-05-16";10001;"Line 1";"NS";1736.3;1610.6;141.7;434
"5772GC";"2025-06-10";10011;"Line 2";"DS";2011.4;1991.3;23.8;427
"5772GK";"2025-12-06";10016;"Line 2";"DS";980.7;915.9;83.8;500
"5772VK";"2025-07-15";10012;"Line 1";"DS";1908.8;1720.7;207.3;448
"5773QW";"2025-12-16";10007;"Line 3";"AS";1669.4;1557.2;124.8;311
"5773RG";"2025-11-06";10020;"Line 2";"NS";2130.8;2065.5;77.0;341
"5773XP";"2025-01-31";10013;"Line 3";"DS";1756.6;1681.7;88.0;414
"5774CH";"2025-04-19";10012;"Line 1";"DS";1520.8;1396.0;126.7;504
"5774ER";"2025-07-05";10001;"Line 1";"AS";1648.7;1506.4;155.4;431
"5774FX";"2025-03-17";10009;"Line 1";"DS";1707.5;1685.0;40.1;367
"5774LW";"2025-07-28";10008;"Line 2";"AS";1523.5;1391.8;140.0;359
"5774YS";"2025-04-08";10006;"Line 1";"AS";2019.1;1838.5;183.6;433
"5775CM";"2025-03-29";10009;"Line 1";"AS";2281.7;2018.1;282.7;406
"5775PE";"2025-01-29";10006;"Line 1";"DS";1584.6;1333.7;260.6;379
"5775TB";"2025-03-06";10001;"Line 1";"NS";1656.5;1527.0;139.2;358
"5776DZ";"2025-05-29";10002;"Line 1";"AS";2528.8;2496.0;35.7;437
"5776KV";"2025-09-18";10019;"Line 3";"DS";2071.2;1913.2;163.9;443
"5776RW";"2025-03-30";10003;"Line 1";"AS";2235.7;2068.5;169.9;407
"5776ZX";"2025-12-02";10020;"Line 2";"DS";1416.8;1244.8;186.6;417
"5777IS";"2025-03-21";10002;"Line 1";"NS";1820.6;1685.9;152.6;399
"5777NA";"2025-05-22";10006;"Line 1";"DS";1281.2;1206.0;84.1;516
"5777VV";"2025-01-14";10018;"Line 1";"AS";1702.9;1590.5;117.6;431
"5778IH";"2025-05-19";10001;"Line 1";"DS";1613.1;1469.1;146.1;447
"5778QK";"2025-02-06";10004;"Line 2";"NS";1990.9;1910.4;88.7;401
"5778SA";"2025-05-08";10011;"Line 2";"DS";1226.5;1121.2;115.3;378
"5779ZF";"2025-10-29";10011;"Line 2";"NS";1895.1;1664.8;247.6;539
"5780GB";"2025-03-14";10009;"Line 1";"DS";1931.3;1890.6;44.1;336
"5780LB";"2025-09-10";10002;"Line 1";"NS";1806.3;1588.6;218.7;422
"5781CX";"2025-08-28";10007;"Line 3";"NS";1353.2;1284.6;82.4;528
"5781JK";"2025-01-31";10002;"Line 1";"DS";2070.9;1958.0;118.6;479
"5782BS";"2025-02-26";10015;"Line 1";"DS";1622.5;1606.3;29.5;346
"5782EK";"2025-04-27";10013;"Line 3";"AS";1792.9;1570.9;236.8;411
"5782JJ";"2025-10-04";10009;"Line 1";"DS";1700.2;1622.5;90.7;388
"5782JW";"2025-05-26";10001;"Line 1";"DS";1762.3;1678.7;103.0;430
"5782KS";"2025-12-02";10020;"Line 2";"DS";1935.9;1779.5;173.4;452
"5783FU";"2025-02-04";10004;"Line 2";"DS";1881.3;1688.2;200.0;365
"5783IY";"2025-06-03";10003;"Line 1";"NS";1617.0;1439.8;178.9;380
"5783MN";"2025-09-08";10011;"Line 2";"NS";1690.5;1636.5;72.0;485
"5783VP";"2025-07-08";10020;"Line 2";"DS";1610.3;1457.8;164.6;422
"5784BN";"2025-08-20";10001;"Line 1";"AS";1420.2;1373.4;50.8;503
"5784CI";"2025-02-10";10018;"Line 1";"NS";2004.2;1825.3;183.9;382
"5784MI";"2025-07-09";10020;"Line 2";"DS";1394.7;1282.5;125.0;395
"5784VL";"2025-11-02";10015;"Line 1";"DS";2406.6;2196.5;218.8;473
"5784ZG";"2025-10-05";10019;"Line 3";"DS";1710.1;1613.6;104.0;367
"5786BP";"2025-10-20";10010;"Line 3";"AS";1738.3;1720.9;29.6;411
"5786RY";"2025-04-16";10008;"Line 2";"DS";1883.4;1742.5;155.2;460
"5787QS";"2025-02-18";10002;"Line 1";"DS";2050.5;1974.3;87.1;395
"5788FD";"2025-09-04";10002;"Line 1";"DS";1832.7;1814.4;24.2;504
"5788IV";"2025-12-22";10004;"Line 2";"AS";2191.7;2004.9;199.3;362
"5789JX";"2025-02-05";10015;"Line 1";"DS";2155.6;1931.6;232.0;476
"5790AD";"2025-02-13";10004;"Line 2";"DS";1825.6;1662.1;172.0;399
"5790JA";"2025-09-27";10002;"Line 1";"NS";1646.2;1561.5;104.2;521
"5790NO";"2025-10-28";10009;"Line 1";"AS";2075.2;1781.3;305.3;351
"5790RK";"2025-05-24";10009;"Line 1";"AS";1799.0;1725.7;85.0;456
"5791EB";"2025-03-14";10001;"Line 1";"NS";1553.9;1531.0;26.4;439
"5791NB";"2025-04-05";10009;"Line 1";"AS";2110.0;1964.5;164.2;431
"5791XA";"2025-10-27";10002;"Line 1";"AS";2209.3;2025.5;192.4;467
"5793VZ";"2025-09-06";10012;"Line 1";"DS";1858.6;1789.7;75.6;553
"5794AF";"2025-05-21";10020;"Line 2";"DS";2038.2;1888.2;153.3;423
"5794FH";"2025-03-14";10011;"Line 2";"AS";1626.6;1458.8;174.8;345
"5794QL";"2025-07-08";10001;"Line 1";"NS";1247.7;1156.0;108.0;396
"5794UQ";"2025-03-15";10015;"Line 1";"DS";1846.3;1806.2;57.7;474
"5794XT";"2025-10-15";10001;"Line 1";"DS";1415.9;1287.7;140.7;394
"5795PE";"2025-09-14";10002;"Line 1";"AS";2436.7;2146.2;304.3;343
"5795YC";"2025-01-31";10010;"Line 3";"DS";1172.2;1028.2;161.6;317
"5795YF";"2025-04-07";10005;"Line 2";"DS";1267.5;1254.8;26.3;454
"5796DM";"2025-10-27";10012;"Line 1";"DS";1658.3;1641.7;30.5;379
"5796OO";"2025-01-15";10003;"Line 1";"DS";1382.7;1252.5;133.7;355
"5797DD";"2025-07-01";10020;"Line 2";"NS";1728.5;1616.3;128.1;331
"5797PQ";"2025-02-15";10002;"Line 1";"DS";1612.9;1422.7;199.5;436
"5798LI";"2025-11-28";10005;"Line 2";"DS";1973.5;1838.1;151.1;497
"5799JR";"2025-01-28";10005;"Line 2";"NS";2036.6;1946.8;105.2;392
"5799RO";"2025-06-13";10006;"Line 1";"DS";1776.0;1638.2;151.8;503
"5800OX";"2025-10-15";10006;"Line 1";"DS";2055.0;1893.0;179.9;466
"5800SS";"2025-05-03";10001;"Line 1";"DS";1932.3;1890.8;51.4;475
"5801ZF";"2025-05-07";10001;"Line 1";"AS";1250.6;1151.5;109.7;399
"5802AA";"2025-08-31";10010;"Line 3";"DS";2574.5;2422.7;159.4;396
"5802DG";"2025-06-20";10010;"Line 3";"DS";958.8;949.2;10.2;464
"5802LM";"2025-04-06";10018;"Line 1";"DS";1494.3;1393.3;120.2;430
"5802SK";"2025-07-09";10006;"Line 1";"DS";1514.6;1439.3;84.9;519
"5802SY";"2025-09-23";10005;"Line 2";"DS";1464.1;1307.0;173.4;378
"5802VB";"2025-06-26";10013;"Line 3";"AS";2137.3;1890.6;248.1;374
"5802WN";"2025-08-15";10009;"Line 1";"NS";2398.0;2239.6;159.8;514
"5802XF";"2025-11-26";10004;"Line 2";"NS";1766.8;1586.3;181.1;445
"5803GO";"2025-02-26";10004;"Line 2";"AS";1668.0;1651.3;32.5;465
"5803ML";"2025-07-26";10020;"Line 2";"AS";1681.4;1404.2;294.7;463
"5803NG";"2025-02-22";10005;"Line 2";"AS";1473.3;1458.6;31.2;461
"5803PT";"2025-07-25";10013;"Line 3";"AS";2255.2;1942.3;317.2;417
"5803SF";"2025-09-04";10012;"Line 1";"DS";1848.4;1760.8;93.2;458
"5803VP";"2025-03-19";10010;"Line 3";"NS";1294.7;1260.0;34.7;498
"5803XC";"2025-12-11";10012;"Line 1";"AS";1948.4;1720.0;243.1;366
"5804FF";"2025-04-04";10007;"Line 3";"NS";2141.0;1964.2;189.3;413
"5804XF";"2025-05-26";10010;"Line 3";"DS";2170.3;1897.9;274.9;431
"5805LF";"2025-11-01";10002;"Line 1";"DS";1033.6;993.6;47.0;465
"5805SX";"2025-12-06";10017;"Line 3";"AS";1863.6;1845.0;32.6;424
"5806DD";"2025-03-31";10002;"Line 1";"DS";2319.1;2257.8;71.1;503
"5807II";"2025-07-19";10014;"Line 2";"DS";1854.9;1640.0;234.5;450
"5808DS";"2025-02-06";10016;"Line 2";"DS";1697.4;1573.6;127.7;370
"5808NG";"2025-07-25";10020;"Line 2";"AS";2038.4;1922.2;130.8;314
"5808NL";"2025-12-14";10006;"Line 1";"NS";2108.3;2027.3;97.8;460
"5808UH";"2025-11-13";10010;"Line 3";"AS";1908.8;1664.5;248.5;443
"5809ZQ";"2025-12-21";10001;"Line 1";"DS";2101.3;1810.5;298.7;367
"5810FJ";"2025-01-19";10006;"Line 1";"AS";1370.7;1160.7;223.0;438
"5810MR";"2025-06-27";10001;"Line 1";"DS";1822.7;1648.5;187.0;336
"5810SG";"2025-05-31";10009;"Line 1";"DS";1954.9;1768.8;201.8;472
"5810XV";"2025-08-12";10005;"Line 2";"DS";2081.6;1959.9;141.0;386
"5811RT";"2025-12-30";10012;"Line 1";"NS";2149.7;2002.9;163.0;425
"5811ZL";"2025-08-05";10002;"Line 1";"AS";1819.7;1663.2;157.9;411
"5812NT";"2025-07-31";10014;"Line 2";"DS";1665.8;1552.7;124.2;430
"5812WZ";"2025-07-30";10010;"Line 3";"DS";1523.2;1425.4;114.5;510
"5813HL";"2025-02-15";10015;"Line 1";"DS";2161.6;1937.0;235.5;339
"5814IT";"2025-12-04";10004;"Line 2";"DS";1948.1;1753.2;195.2;411
"5814PJ";"2025-07-22";10007;"Line 3";"AS";1736.5;1453.8;283.3;408
"5814QS";"2025-03-25";10002;"Line 1";"AS";2455.5;2285.3;180.1;439
"5814VX";"2025-06-13";10009;"Line 1";"AS";1702.0;1591.0;120.5;436
"5815SV";"2025-07-15";10009;"Line 1";"NS";2002.1;1726.5;291.9;415
"5815YK";"2025-02-17";10003;"Line 1";"NS";2220.5;2058.6;162.1;393
"5816SK";"2025-03-05";10007;"Line 3";"NS";1275.2;1120.1;159.3;412
"5816WT";"2025-03-03";10002;"Line 1";"NS";1532.8;1500.6;49.9;446
"5817GH";"2025-03-15";10001;"Line 1";"DS";1555.3;1484.0;90.1;459
"5817MD";"2025-10-07";10010;"Line 3";"DS";2402.5;2060.0;345.8;374
"5817MI";"2025-11-23";10019;"Line 3";"AS";1616.4;1394.2;239.8;404
"5818LF";"2025-12-15";10006;"Line 1";"DS";1276.3;1211.4;79.2;404
"5818OW";"2025-06-03";10002;"Line 1";"AS";1848.8;1625.8;225.7;400
"5818ZG";"2025-03-16";10004;"Line 2";"DS";1662.6;1488.4;181.1;409
"5819MO";"2025-11-06";10015;"Line 1";"DS";2013.0;1973.5;47.1;396
"5819TV";"2025-05-08";10016;"Line 2";"NS";1531.7;1346.4;201.8;430
"5819VP";"2025-08-18";10007;"Line 3";"AS";1854.9;1706.4;164.3;456
"5820DU";"2025-03-09";10019;"Line 3";"DS";1591.1;1472.6;132.8;328
"5820JF";"2025-10-21";10001;"Line 1";"DS";1616.5;1532.4;89.4;451
"5820QN";"2025-07-14";10002;"Line 1";"DS";1743.4;1658.5;102.5;493
"5820QZ";"2025-10-20";10012;"Line 1";"NS";2282.7;2003.2;291.9;479
"5821SN";"2025-11-30";10015;"Line 1";"AS";1608.0;1459.8;164.8;391
"5822NM";"2025-01-12";10015;"Line 1";"AS";1894.9;1786.8;108.9;390
"5823BH";"2025-01-27";10001;"Line 1";"AS";1323.9;1239.5;90.6;410
"5823SG";"2025-08-27";10002;"Line 1";"DS";1551.7;1374.5;182.8;410
"5824JE";"2025-08-11";10015;"Line 1";"DS";2033.6;1784.6;253.2;429
"5825SR";"2025-05-10";10004;"Line 2";"AS";2667.2;2537.6;149.0;334
"5826ME";"2025-02-23";10015;"Line 1";"DS";2055.9;1963.3;100.1;363
"5826UI";"2025-07-07";10018;"Line 1";"AS";1778.7;1563.6;222.5;488
"5827CF";"2025-04-10";10009;"Line 1";"DS";1382.6;1337.9;57.6;399
"5827HQ";"2025-07-20";10009;"Line 1";"DS";1577.3;1515.8;73.3;457
"5827XY";"2025-07-08";10019;"Line 3";"DS";1532.6;1365.4;182.6;435
"5828PW";"2025-03-14";10015;"Line 1";"AS";2187.4;1995.9;200.9;378
"5828SF";"2025-10-09";10003;"Line 1";"NS";1366.7;1224.7;156.2;427
"5829JS";"2025-02-09";10013;"Line 3";"NS";1821.4;1765.0;71.8;360
"5831US";"2025-09-18";10003;"Line 1";"DS";1908.5;1771.2;152.1;443
"5832AO";"2025-01-29";10019;"Line 3";"AS";2259.5;2167.5;101.2;318
"5832NM";"2025-10-31";10006;"Line 1";"NS";2474.1;2264.0;226.4;459
"5832OB";"2025-11-06";10018;"Line 1";"AS";1475.4;1326.4;167.6;400
"5833BS";"2025-09-03";10001;"Line 1";"AS";1815.3;1613.8;203.8;332
"5833DZ";"2025-10-01";10001;"Line 1";"NS";1641.8;1485.3;169.7;480
"5833FI";"2025-05-14";10008;"Line 2";"AS";2302.9;2075.8;234.3;428
"5833GN";"2025-10-18";10019;"Line 3";"NS";1118.5;1077.5;45.3;474
"5833IJ";"2025-01-15";10007;"Line 3";"NS";2040.8;1904.8;141.2;393
"5833LY";"2025-04-27";10003;"Line 1";"DS";2284.9;2116.2;186.2;421
"5833OS";"2025-06-22";10006;"Line 1";"DS";1869.7;1752.6;124.2;433
"5833UW";"2025-10-28";10002;"Line 1";"AS";1900.2;1849.0;66.7;494
"5836DP";"2025-07-30";10019;"Line 3";"NS";1725.1;1595.2;140.2;464
"5836EO";"2025-08-10";10007;"Line 3";"AS";1599.0;1564.9;35.6;345
"5836ES";"2025-02-03";10003;"Line 1";"NS";1657.8;1619.0;42.1;390
"5836IX";"2025-12-30";10002;"Line 1";"DS";2491.2;2399.2;100.1;425
