"Downtime_id";"Batch_id";"Downtime_minutes";"Severity";"Reason"
10229;"9539OB";45;"Low";"Machine Jam"
65597;"6674WM";38;"Medium";"Material Shortage"
70159;"4683KB";86;"Medium";"Cleaning"
80627;"7659OV";115;"Medium";"Maintenance"
79841;"4886HT";112;"Medium";"Sensor Fault"
13192;"8466SE";100;"High";"Packaging Issue"
20987;"1583VH";52;"Medium";"Material Shortage"
28033;"2232AU";46;"Medium";"Maintenance"
70362;"3884PC";115;"High";"Machine Jam"
49757;"6624DN";73;"Medium";"Machine Jam"
20727;"1062OB";112;"Medium";"Maintenance"
30157;"2268FQ";27;"Low";"Packaging Issue"
55871;"7569IV";19;"Low";"Packaging Issue"
51119;"5911BF";31;"Low";"Machine Jam"
26977;"4742DJ";221;"High";"Cleaning"
30402;"6888YB";100;"Medium";"Maintenance"
15593;"1920VA";56;"Medium";"Packaging Issue"
68837;"5990HF";268;"High";"Packaging Issue"
95263;"3387BF";76;"Medium";"Material Shortage"
68363;"9763RN";37;"Low";"Packaging Issue"
89564;"8447ZY";44;"Medium";"Machine Jam"
50631;"1053RX";22;"Low";"Cleaning"
60915;"5325TT";43;"Medium";"Cleaning"
78748;"1996DQ";112;"High";"Sensor Fault"
17283;"2808KX";53;"Medium";"Cleaning"
70228;"1697DZ";227;"High";"Cleaning"
34896;"3392KA";208;"High";"Machine Jam"
81670;"2122OJ";277;"High";"Machine Jam"
78491;"5098VZ";23;"Low";"Packaging Issue"
95842;"9860HI";97;"High";"Machine Jam"
52154;"7669LE";39;"Low";"Packaging Issue"
81097;"1542HZ";290;"High";"Machine Jam"
83181;"1641BH";119;"Medium";"Material Shortage"
64512;"4714BI";108;"Medium";"Machine Jam"
21633;"7585MA";18;"Low";"Maintenance"
19641;"9101WX";27;"Low";"Machine Jam"
13168;"7424VI";291;"High";"Machine Jam"
84363;"2793FQ";30;"Low";"Maintenance"
97056;"7978LR";297;"High";"Packaging Issue"
90982;"8760WL";20;"Low";"Sensor Fault"
84528;"1860GY";15;"Low";"Packaging Issue"
76882;"3589AL";93;"Medium";"Maintenance"
16896;"5790JA";117;"Medium";"Machine Jam"
53601;"3225VO";74;"Medium";"Machine Jam"
28551;"7435QK";28;"Low";"Sensor Fault"
61417;"5703ER";276;"High";"Sensor Fault"
77770;"6171YI";84;"Medium";"Material Shortage"
62435;"5625FJ";217;"High";"Cleaning"
23642;"6957EI";6;"Low";"Machine Jam"
39739;"5007PD";37;"Medium";"Sensor Fault"
56988;"4037CZ";94;"High";"Machine Jam"
90357;"4329QA";260;"High";"Machine Jam"
49385;"7635FR";251;"High";"Cleaning"
71750;"5881CW";227;"High";"Maintenance"
18124;"7213RJ";238;"High";"Machine Jam"
87449;"5546MX";45;"Low";"Power Failure"
57876;"1185LP";5;"Low";"Packaging Issue"
62849;"4985JM";50;"Medium";"Packaging Issue"
24665;"1058ZG";211;"High";"Machine Jam"
59558;"1039LE";112;"Medium";"Machine Jam"
94131;"8216SA";12;"Low";"Machine Jam"
55143;"9281ID";118;"Medium";"Sensor Fault"
21079;"9677SE";100;"Medium";"Maintenance"
12743;"9858WR";39;"Low";"Machine Jam"
99353;"7413CY";117;"Medium";"Cleaning"
11253;"2507JD";118;"Medium";"Cleaning"
51208;"6879FX";41;"Low";"Sensor Fault"
94819;"9248KE";107;"Medium";"Packaging Issue"
18632;"8846EZ";51;"Medium";"Machine Jam"
73871;"8538CR";91;"High";"Packaging Issue"
61952;"7405GQ";98;"High";"Machine Jam"
18651;"3584CF";223;"High";"Material Shortage"
38103;"1641WG";41;"Medium";"Cleaning"
26900;"8072EI";218;"High";"Machine Jam"
12639;"3510PG";58;"Medium";"Material Shortage"
68389;"8601EO";7;"Low";"Cleaning"
80332;"3237IJ";108;"Medium";"Packaging Issue"
69799;"6867UB";76;"Medium";"Cleaning"
82632;"9473VK";202;"High";"Maintenance"
95359;"6541VY";68;"Medium";"Sensor Fault"
80651;"7358CM";105;"Medium";"Power Failure"
92813;"2706GT";145;"High";"Machine Jam"
85880;"9128JM";44;"Low";"Cleaning"
14440;"1473NE";44;"Medium";"Machine Jam"
22952;"1940NE";37;"Low";"Machine Jam"
81324;"2769IS";108;"Medium";"Maintenance"
66480;"8531RE";104;"Medium";"Cleaning"
29085;"6147EB";109;"High";"Maintenance"
53561;"3552JO";33;"Medium";"Maintenance"
65146;"1464JM";42;"Medium";"Packaging Issue"
72156;"4791EA";103;"Medium";"Maintenance"
40998;"1661AB";73;"Medium";"Machine Jam"
64429;"9154MT";260;"High";"Machine Jam"
91316;"5089SK";14;"Low";"Maintenance"
37659;"6736DR";39;"Low";"Maintenance"
19467;"6064DV";39;"Low";"Cleaning"
28236;"3782NA";208;"High";"Sensor Fault"
36552;"6367UZ";237;"High";"Power Failure"
34336;"5608NH";251;"High";"Maintenance"
51626;"6436YS";102;"Medium";"Machine Jam"
47799;"3525EF";34;"Low";"Maintenance"
63572;"9361XU";90;"Medium";"Maintenance"
93042;"8415FM";266;"High";"Packaging Issue"
48655;"2756GM";66;"Medium";"Packaging Issue"
62460;"7026GI";260;"High";"Machine Jam"
49057;"5764TG";162;"High";"Maintenance"
64241;"8088PA";183;"High";"Sensor Fault"
70465;"2546OT";44;"Low";"Maintenance"
31836;"8259EZ";93;"Medium";"Maintenance"
31231;"7635MP";120;"Medium";"Machine Jam"
51465;"4260SD";8;"Low";"Sensor Fault"
12620;"8196YE";110;"Medium";"Machine Jam"
46850;"9754VM";37;"Low";"Machine Jam"
68405;"1402BU";46;"Medium";"Packaging Issue"
48146;"5971AV";169;"High";"Material Shortage"
25470;"7389VE";58;"Medium";"Cleaning"
78535;"8098SC";15;"Low";"Maintenance"
66349;"4118ZU";100;"Medium";"Maintenance"
60542;"5454EM";20;"Low";"Machine Jam"
56620;"4120LD";20;"Low";"Packaging Issue"
24422;"5701OL";6;"Low";"Machine Jam"
72352;"6301YQ";73;"Medium";"Cleaning"
64651;"6221GE";36;"Low";"Material Shortage"
54481;"3765YG";12;"Low";"Machine Jam"
78999;"7688CI";133;"High";"Sensor Fault"
56647;"5226YT";33;"Low";"Packaging Issue"
47755;"7486RY";117;"Medium";"Packaging Issue"
39466;"2884GC";13;"Low";"Machine Jam"
80962;"6454QT";107;"Medium";"Maintenance"
94639;"8055TS";38;"Medium";"Power Failure"
76891;"1938ZZ";85;"Medium";"Cleaning"
76509;"5947GZ";22;"Low";"Maintenance"
28260;"2657QU";171;"High";"Sensor Fault"
83429;"6512IC";17;"Low";"Machine Jam"
44338;"4557KR";22;"Low";"Maintenance"
61622;"2924RA";37;"Medium";"Cleaning"
65277;"1020XR";191;"High";"Cleaning"
24473;"3397RM";165;"High";"Packaging Issue"
56410;"4306HC";8;"Low";"Material Shortage"
43506;"2037PT";248;"High";"Maintenance"
64163;"4086LH";17;"Low";"Power Failure"
88041;"7107AJ";222;"High";"Sensor Fault"
75180;"5304ES";266;"High";"Cleaning"
27334;"2906OB";33;"Low";"Sensor Fault"
60147;"4763XW";98;"Medium";"Sensor Fault"
77846;"9902YN";202;"High";"Material Shortage"
81769;"2987FQ";248;"High";"Material Shortage"
20154;"5896PV";33;"Medium";"Machine Jam"
75182;"6866PP";85;"Medium";"Maintenance"
41824;"8854PM";93;"Medium";"Maintenance"
99313;"7604GT";116;"High";"Packaging Issue"
73696;"7787QD";27;"Low";"Sensor Fault"
36772;"7718VT";60;"Medium";"Cleaning"
90491;"5392TB";23;"Low";"Sensor Fault"
40175;"4125RP";36;"Low";"Machine Jam"
40682;"2298RP";250;"High";"Machine Jam"
43754;"3580SP";167;"High";"Power Failure"
50426;"7865SI";38;"Low";"Machine Jam"
23994;"6321JB";33;"Medium";"Machine Jam"
68250;"3709EH";37;"Medium";"Cleaning"
80870;"2273HP";126;"High";"Packaging Issue"
57069;"6608FW";88;"Medium";"Sensor Fault"
10314;"8449MI";35;"Low";"Power Failure"
85878;"8472MQ";99;"Medium";"Machine Jam"
13220;"8797DQ";35;"Low";"Sensor Fault"
96311;"1090XY";61;"Medium";"Packaging Issue"
24428;"9928QS";68;"Medium";"Packaging Issue"
92793;"5632RZ";30;"Medium";"Machine Jam"
85072;"4340IZ";135;"High";"Packaging Issue"
85245;"3328TE";24;"Low";"Packaging Issue"
12185;"9158XP";17;"Low";"Maintenance"
35248;"3866XT";49;"Medium";"Maintenance"
47456;"2984CC";243;"High";"Machine Jam"
69762;"7994DG";80;"Medium";"Machine Jam"
34458;"4777TG";30;"Medium";"Power Failure"
79741;"7125EY";257;"High";"Power Failure"
32254;"6983BW";56;"Medium";"Sensor Fault"
97454;"8466OK";48;"Medium";"Machine Jam"
17942;"8098QN";79;"Medium";"Maintenance"
62203;"7005LJ";76;"Medium";"Material Shortage"
67916;"7163JE";179;"High";"Machine Jam"
11904;"5674OE";42;"Low";"Maintenance"
59949;"9222TT";7;"Low";"Sensor Fault"
81269;"6626FU";38;"Low";"Packaging Issue"
37621;"6031YX";9;"Low";"Sensor Fault"
26464;"3623TR";194;"High";"Machine Jam"
78979;"6983AP";77;"Medium";"Cleaning"
83101;"3304ZB";60;"Medium";"Machine Jam"
98888;"3175WB";240;"High";"Maintenance"
44636;"8775BV";34;"Medium";"Cleaning"
93147;"6004ZJ";130;"High";"Cleaning"
99697;"5498PF";76;"Medium";"Machine Jam"
80878;"9444JY";106;"Medium";"Maintenance"
95615;"4897MC";40;"Medium";"Cleaning"
39612;"5525HO";94;"Medium";"Machine Jam"
33267;"6326OH";20;"Low";"Power Failure"
27453;"7852WF";69;"Medium";"Material Shortage"
69152;"4072CP";174;"High";"Power Failure"
93712;"7696DH";50;"Medium";"Cleaning"
82874;"4821WJ";97;"Medium";"Machine Jam"
78975;"6566KS";35;"Low";"Machine Jam"
34549;"9160KO";148;"High";"Machine Jam"
34999;"4183VI";29;"Low";"Machine Jam"
56840;"9346VP";56;"Medium";"Packaging Issue"
68420;"8998VA";186;"High";"Cleaning"
43024;"6872OO";243;"High";"Machine Jam"
52432;"5165BC";118;"Medium";"Cleaning"
53575;"2330LA";102;"Medium";"Power Failure"
18615;"8265ZV";231;"High";"Cleaning"
17919;"2872AY";65;"Medium";"Cleaning"
68326;"2335OV";237;"High";"Maintenance"
85325;"9494DE";13;"Low";"Maintenance"
38621;"5239LJ";11;"Low";"Machine Jam"
16511;"2536AJ";108;"High";"Cleaning"
73103;"7175UO";258;"High";"Machine Jam"
45091;"7498AP";25;"Low";"Machine Jam"
59861;"2630PO";40;"Low";"Maintenance"
44742;"2346MT";75;"Medium";"Cleaning"
51468;"5414JH";113;"High";"Material Shortage"
80431;"7468VO";255;"High";"Packaging Issue"
21705;"3392TE";52;"Medium";"Cleaning"
70115;"3583AG";270;"High";"Power Failure"
32796;"9471CB";93;"Medium";"Machine Jam"
26254;"1239HW";100;"Medium";"Machine Jam"
80984;"5686SP";272;"High";"Maintenance"
32250;"6649MA";119;"Medium";"Cleaning"
29306;"4435YX";154;"High";"Packaging Issue"
76741;"4634ZX";179;"High";"Maintenance"
78607;"8382SH";33;"Low";"Packaging Issue"
69400;"9968JW";215;"High";"Sensor Fault"
20981;"8279MX";33;"Medium";"Cleaning"
59495;"9598YN";139;"High";"Machine Jam"
48219;"5522DL";90;"Medium";"Machine Jam"
40454;"9283GV";54;"Medium";"Machine Jam"
17854;"9272NF";98;"Medium";"Material Shortage"
74045;"1398OZ";42;"Medium";"Machine Jam"
24467;"1698UD";7;"Low";"Material Shortage"
75421;"4351YL";87;"Medium";"Machine Jam"
18302;"9924QS";14;"Low";"Material Shortage"
44461;"5129RM";13;"Low";"Material Shortage"
29042;"7379TH";107;"Medium";"Cleaning"
92989;"8636RL";10;"Low";"Packaging Issue"
75959;"2159HN";34;"Medium";"Packaging Issue"
40986;"3664HE";46;"Medium";"Maintenance"
81577;"7004MO";21;"Low";"Sensor Fault"
18744;"5080CH";10;"Low";"Machine Jam"
98121;"3060YR";6;"Low";"Machine Jam"
98874;"3232HD";265;"High";"Packaging Issue"
52979;"9715GM";46;"Medium";"Sensor Fault"
25502;"4131IA";38;"Low";"Power Failure"
47044;"2723TV";286;"High";"Packaging Issue"
19701;"8733SI";40;"Medium";"Maintenance"
27198;"9497WH";26;"Low";"Material Shortage"
72475;"8101BI";26;"Low";"Power Failure"
32597;"5047MS";11;"Low";"Machine Jam"
16927;"2222XK";96;"High";"Material Shortage"
88217;"8010ZK";21;"Low";"Power Failure"
25629;"4973CT";27;"Low";"Cleaning"
88009;"2625IZ";30;"Low";"Machine Jam"
26549;"2432QN";81;"Medium";"Power Failure"
16953;"4331MI";63;"Medium";"Sensor Fault"
12457;"7592TO";235;"High";"Packaging Issue"
94763;"8248KG";48;"Medium";"Cleaning"
75742;"8033PO";41;"Low";"Machine Jam"
42489;"2487VA";131;"High";"Sensor Fault"
40424;"7101GK";83;"Medium";"Material Shortage"
79411;"8674RZ";234;"High";"Machine Jam"
75408;"9911IU";40;"Low";"Material Shortage"
66449;"1839GN";269;"High";"Packaging Issue"
63111;"3518WQ";7;"Low";"Maintenance"
73550;"1187RD";18;"Low";"Maintenance"
68557;"6884HP";62;"Medium";"Packaging Issue"
72781;"5145JI";41;"Low";"Machine Jam"
99394;"9407EK";113;"High";"Packaging Issue"
23815;"7663YM";112;"Medium";"Machine Jam"
53845;"6580IC";106;"Medium";"Maintenance"
46666;"7049LI";37;"Medium";"Packaging Issue"
27844;"9864MZ";292;"High";"Packaging Issue"
62382;"7355IO";83;"Medium";"Packaging Issue"
21918;"2440ZJ";112;"Medium";"Sensor Fault"
12015;"9155NS";112;"Medium";"Machine Jam"
58123;"3625FT";77;"Medium";"Packaging Issue"
16094;"2291XL";234;"High";"Cleaning"
92264;"2640CP";6;"Low";"Packaging Issue"
47584;"3236CV";67;"Medium";"Machine Jam"
35535;"3435BQ";275;"High";"Power Failure"
92138;"6066NR";14;"Low";"Packaging Issue"
68497;"7554IP";113;"Medium";"Machine Jam"
75776;"8989BH";160;"High";"Packaging Issue"
51574;"7484CA";160;"High";"Cleaning"
56107;"4072IH";91;"Medium";"Power Failure"
18298;"1159RT";196;"High";"Maintenance"
59717;"5760UL";57;"Medium";"Material Shortage"
12421;"2072OW";253;"High";"Maintenance"
56723;"1443RC";47;"Medium";"Maintenance"
58244;"3410QK";47;"Medium";"Packaging Issue"
71368;"4055LS";231;"High";"Maintenance"
47274;"6874OA";54;"Medium";"Sensor Fault"
81786;"3457PF";114;"Medium";"Machine Jam"
44765;"2313IC";21;"Low";"Packaging Issue"
18693;"9514IJ";85;"Medium";"Machine Jam"
59890;"7376OL";156;"High";"Cleaning"
34103;"3076SR";65;"Medium";"Sensor Fault"
80267;"8860KF";61;"Medium";"Cleaning"
14753;"8115DH";80;"Medium";"Cleaning"
73761;"7737ZP";194;"High";"Sensor Fault"
16419;"3481CC";99;"Medium";"Sensor Fault"
31659;"1828ZX";90;"High";"Material Shortage"
32211;"4843RD";109;"High";"Maintenance"
30045;"7140HH";71;"Medium";"Machine Jam"
37066;"6827WO";54;"Medium";"Cleaning"
42904;"3652DD";85;"Medium";"Machine Jam"
92036;"9247UA";32;"Low";"Cleaning"
59944;"6515XP";45;"Medium";"Machine Jam"
59342;"8394QY";249;"High";"Packaging Issue"
41790;"6286LD";66;"Medium";"Cleaning"
71078;"4099GC";111;"High";"Maintenance"
76248;"4824FC";88;"Medium";"Maintenance"
39433;"2595GY";64;"Medium";"Machine Jam"
31598;"7021QU";31;"Low";"Sensor Fault"
98087;"7329LO";37;"Low";"Material Shortage"
38749;"1626OD";39;"Low";"Material Shortage"
72412;"6172HD";101;"Medium";"Machine Jam"
28459;"5727CK";104;"High";"Cleaning"
76837;"6591DV";8;"Low";"Sensor Fault"
24485;"9897JK";35;"Medium";"Packaging Issue"
54773;"4889KT";47;"Medium";"Maintenance"
72722;"8988IO";44;"Medium";"Packaging Issue"
54846;"8626WO";62;"Medium";"Machine Jam"
63747;"9391ZC";255;"High";"Machine Jam"
94952;"7820WF";75;"Medium";"Power Failure"
41688;"9120OD";5;"Low";"Machine Jam"
87837;"6649EC";49;"Medium";"Material Shortage"
95073;"8502RU";6;"Low";"Cleaning"
73494;"9524JL";106;"Medium";"Maintenance"
20742;"8010FI";43;"Medium";"Power Failure"
54926;"9538OC";27;"Low";"Maintenance"
36118;"3027CG";116;"Medium";"Packaging Issue"
66623;"9053YC";283;"High";"Machine Jam"
84705;"3467DK";86;"Medium";"Machine Jam"
64457;"8775TX";102;"Medium";"Sensor Fault"
14977;"1295RL";54;"Medium";"Maintenance"
14829;"2511QZ";113;"Medium";"Packaging Issue"
80171;"2506JA";49;"Medium";"Packaging Issue"
84212;"2559PJ";42;"Low";"Material Shortage"
64615;"4389NH";298;"High";"Sensor Fault"
70516;"3205OC";22;"Low";"Machine Jam"
70576;"8684WN";58;"Medium";"Packaging Issue"
76252;"8615NR";281;"High";"Sensor Fault"
74064;"8123ZL";20;"Low";"Cleaning"
70475;"6284PC";12;"Low";"Sensor Fault"
21323;"1926RO";90;"Medium";"Cleaning"
71735;"6079KH";8;"Low";"Material Shortage"
59635;"8583RU";235;"High";"Maintenance"
45859;"8182PA";71;"Medium";"Machine Jam"
55295;"4434QV";44;"Low";"Maintenance"
93026;"5448CO";5;"Low";"Machine Jam"
45347;"1259CZ";101;"Medium";"Machine Jam"
23746;"5396XA";41;"Medium";"Maintenance"
20229;"3322AV";28;"Low";"Cleaning"
56717;"7577WS";212;"High";"Machine Jam"
37218;"3731WX";99;"Medium";"Packaging Issue"
85917;"1677FU";15;"Low";"Cleaning"
21769;"9206CP";85;"Medium";"Power Failure"
15486;"4480VA";59;"Medium";"Power Failure"
10003;"3740NP";180;"High";"Material Shortage"
79783;"7801UN";11;"Low";"Maintenance"
54084;"3341TS";50;"Medium";"Cleaning"
96781;"2203GT";75;"Medium";"Sensor Fault"
58030;"8592GJ";50;"Medium";"Cleaning"
83988;"9955VY";92;"Medium";"Maintenance"
58802;"3805RP";39;"Medium";"Maintenance"
90983;"8039QS";124;"High";"Maintenance"
12016;"4321QE";37;"Low";"Power Failure"
61185;"5282FE";119;"Medium";"Material Shortage"
81502;"6460AE";32;"Medium";"Sensor Fault"
84435;"1072DD";181;"High";"Maintenance"
47228;"1909GY";15;"Low";"Maintenance"
72386;"5950UT";211;"High";"Machine Jam"
10018;"1995XA";72;"Medium";"Maintenance"
34934;"9205BF";42;"Low";"Packaging Issue"
49162;"3630MZ";56;"Medium";"Machine Jam"
53386;"1612ZI";100;"Medium";"Cleaning"
40391;"6539MD";14;"Low";"Packaging Issue"
66730;"7722BS";241;"High";"Maintenance"
81696;"4742CC";33;"Low";"Machine Jam"
22843;"8391QY";12;"Low";"Power Failure"
76884;"4080AB";78;"Medium";"Packaging Issue"
24838;"9865JU";41;"Medium";"Maintenance"
91271;"2496RQ";111;"Medium";"Cleaning"
17803;"5991RI";36;"Medium";"Cleaning"
57332;"2586PL";31;"Medium";"Sensor Fault"
84364;"8283IN";35;"Medium";"Machine Jam"
98594;"3253HM";89;"Medium";"Maintenance"
93106;"5239TI";16;"Low";"Packaging Issue"
45177;"1267NG";26;"Low";"Material Shortage"
48769;"9595BS";70;"Medium";"Maintenance"
24264;"1262VZ";40;"Medium";"Machine Jam"
27272;"8045DN";171;"High";"Maintenance"
40166;"2061TR";244;"High";"Cleaning"
14869;"2728OH";35;"Medium";"Maintenance"
68787;"2697YD";140;"High";"Machine Jam"
52541;"9199UE";106;"High";"Maintenance"
21127;"4639TO";28;"Low";"Cleaning"
35673;"5737VM";43;"Medium";"Power Failure"
64529;"7143SB";255;"High";"Machine Jam"
86792;"8011CD";84;"Medium";"Packaging Issue"
80133;"7451MJ";287;"High";"Packaging Issue"
86798;"3415IZ";35;"Medium";"Machine Jam"
42508;"8268PE";41;"Medium";"Cleaning"
42023;"4609JH";179;"High";"Maintenance"
36290;"5388LT";21;"Low";"Machine Jam"
55973;"3436KD";16;"Low";"Machine Jam"
74857;"3436RW";35;"Medium";"Machine Jam"
68946;"6250OP";249;"High";"Maintenance"
75411;"5152WI";282;"High";"Cleaning"
45360;"6605AR";41;"Medium";"Maintenance"
20242;"3189QK";42;"Low";"Cleaning"
22009;"7950KW";169;"High";"Power Failure"
62496;"2504SI";15;"Low";"Machine Jam"
60411;"2473OY";33;"Medium";"Cleaning"
77123;"2544MO";49;"Medium";"Machine Jam"
14533;"7100ZX";12;"Low";"Packaging Issue"
24463;"4167XJ";192;"High";"Sensor Fault"
91383;"8522VI";19;"Low";"Packaging Issue"
41913;"3895DE";44;"Low";"Machine Jam"
67705;"3531SL";74;"Medium";"Cleaning"
45484;"1394ZE";122;"High";"Sensor Fault"
95628;"7016DM";217;"High";"Machine Jam"
75628;"1636VY";48;"Medium";"Sensor Fault"
11750;"2556TB";247;"High";"Machine Jam"
42505;"4332WJ";48;"Medium";"Maintenance"
11455;"4931RI";271;"High";"Maintenance"
71496;"5690LP";39;"Medium";"Power Failure"
26094;"4425JQ";148;"High";"Material Shortage"
34270;"5965JT";39;"Low";"Cleaning"
33658;"4731RJ";23;"Low";"Maintenance"
27923;"8798YW";22;"Low";"Maintenance"
44256;"1529MR";96;"Medium";"Sensor Fault"
76416;"3375SY";99;"Medium";"Maintenance"
67141;"7948JO";49;"Medium";"Machine Jam"
88104;"2538WL";14;"Low";"Maintenance"
50020;"1694OE";206;"High";"Packaging Issue"
14828;"5099JG";5;"Low";"Maintenance"
41533;"3842TM";67;"Medium";"Maintenance"
84332;"4764PN";30;"Medium";"Maintenance"
17387;"9502LM";6;"Low";"Cleaning"
14186;"2731LE";70;"Medium";"Material Shortage"
81477;"1165TW";83;"Medium";"Power Failure"
45218;"7851ON";51;"Medium";"Machine Jam"
80501;"5296ZK";228;"High";"Machine Jam"
98242;"1281UU";50;"Medium";"Machine Jam"
51655;"2012XQ";202;"High";"Cleaning"
79006;"6429ZA";53;"Medium";"Maintenance"
96756;"9132CD";60;"Medium";"Maintenance"
75642;"8845LA";287;"High";"Machine Jam"
37649;"7862AR";239;"High";"Packaging Issue"
98476;"8384TM";114;"Medium";"Maintenance"
64856;"8420XU";97;"Medium";"Machine Jam"
71623;"9946GW";9;"Low";"Power Failure"
74306;"8003BU";32;"Low";"Packaging Issue"
23883;"3625PD";17;"Low";"Maintenance"
46176;"9089JK";93;"High";"Machine Jam"
84765;"4687DU";88;"Medium";"Packaging Issue"
25563;"1687SZ";48;"Medium";"Machine Jam"
44177;"5328UY";264;"High";"Material Shortage"
34297;"1722UW";55;"Medium";"Maintenance"
27132;"7289FM";45;"Medium";"Machine Jam"
19490;"9949TW";11;"Low";"Material Shortage"
98058;"8841EG";50;"Medium";"Maintenance"
47823;"3869NW";71;"Medium";"Power Failure"
44169;"3027XB";38;"Medium";"Packaging Issue"
44933;"8025EY";235;"High";"Sensor Fault"
76310;"6026BE";16;"Low";"Sensor Fault"
37145;"2075DV";290;"High";"Maintenance"
97804;"2206VF";81;"Medium";"Maintenance"
33943;"5705ZM";175;"High";"Machine Jam"
40122;"9924UO";34;"Medium";"Power Failure"
93320;"6519TB";273;"High";"Cleaning"
38095;"6109FD";55;"Medium";"Packaging Issue"
29229;"9712ER";8;"Low";"Machine Jam"
53455;"6750UL";90;"Medium";"Packaging Issue"
44891;"9132EP";109;"Medium";"Machine Jam"
46841;"8174UB";117;"High";"Packaging Issue"
76457;"4998RF";96;"Medium";"Packaging Issue"
89259;"9660LV";37;"Low";"Maintenance"
57720;"8564DR";111;"Medium";"Machine Jam"
40995;"7189WO";8;"Low";"Machine Jam"
57578;"5292OP";14;"Low";"Machine Jam"
12022;"6124NE";62;"Medium";"Cleaning"
87098;"5635TG";85;"Medium";"Packaging Issue"
26356;"7686FC";7;"Low";"Power Failure"
49332;"6945BH";102;"Medium";"Machine Jam"
66566;"5220JE";35;"Medium";"Maintenance"
82543;"6045LJ";24;"Low";"Power Failure"
58995;"8944GD";8;"Low";"Cleaning"
61778;"3608QU";65;"Medium";"Cleaning"
17910;"8069ZS";89;"Medium";"Maintenance"
10759;"4415VV";202;"High";"Maintenance"
31644;"7194SV";95;"Medium";"Packaging Issue"
97726;"6605IU";100;"Medium";"Maintenance"
39557;"7366QO";102;"Medium";"Material Shortage"
96356;"8963BE";89;"Medium";"Packaging Issue"
91574;"9121ZP";6;"Low";"Material Shortage"
26771;"1762KL";11;"Low";"Packaging Issue"
67431;"1241ZB";166;"High";"Material Shortage"
79757;"7046NA";110;"High";"Material Shortage"
97716;"2954RA";81;"Medium";"Machine Jam"
25557;"1871UA";107;"High";"Sensor Fault"
21585;"8952WZ";37;"Medium";"Power Failure"
71817;"2912VJ";91;"Medium";"Maintenance"
95545;"5951LL";102;"Medium";"Cleaning"
67925;"3043QI";94;"High";"Machine Jam"
38065;"9625ZO";94;"Medium";"Machine Jam"
54293;"2849FD";49;"Medium";"Sensor Fault"
30670;"7829ZH";57;"Medium";"Machine Jam"
31526;"5591EF";33;"Low";"Power Failure"
64614;"2711GC";79;"Medium";"Packaging Issue"
49897;"8374QL";15;"Low";"Packaging Issue"
56994;"3577QC";273;"High";"Packaging Issue"
74196;"3196BB";77;"Medium";"Cleaning"
69609;"8682LY";101;"Medium";"Packaging Issue"
93398;"4876WA";11;"Low";"Machine Jam"
21131;"6507ST";33;"Low";"Machine Jam"
93599;"1088KL";15;"Low";"Maintenance"
90396;"3224IO";271;"High";"Cleaning"
32467;"9148QW";37;"Low";"Machine Jam"
45027;"4439IK";92;"Medium";"Maintenance"
54981;"3747WS";32;"Medium";"Sensor Fault"
69788;"1590GS";211;"High";"Sensor Fault"
15649;"7579VO";77;"Medium";"Power Failure"
90902;"4544PE";139;"High";"Cleaning"
75137;"8926GP";139;"High";"Maintenance"
91653;"3818DL";34;"Low";"Packaging Issue"
87548;"5683FI";33;"Low";"Packaging Issue"
83298;"9413ZA";41;"Medium";"Machine Jam"
28728;"1849WS";25;"Low";"Packaging Issue"
86738;"5470VA";25;"Low";"Packaging Issue"
51680;"9265LT";97;"Medium";"Cleaning"
65166;"5907YI";105;"High";"Maintenance"
31995;"9394FH";101;"Medium";"Machine Jam"
27260;"8823EE";118;"High";"Power Failure"
11958;"1678UN";205;"High";"Machine Jam"
87626;"9433RQ";167;"High";"Maintenance"
97592;"3118QC";16;"Low";"Packaging Issue"
69977;"5606XJ";284;"High";"Cleaning"
65390;"3503DS";9;"Low";"Machine Jam"
87898;"7386PT";98;"Medium";"Power Failure"
54867;"7904VH";45;"Low";"Maintenance"
30492;"3925JI";40;"Medium";"Machine Jam"
77905;"3877DU";100;"High";"Packaging Issue"
73590;"3685GK";100;"Medium";"Maintenance"
56288;"9690MM";43;"Low";"Machine Jam"
93475;"2097JP";68;"Medium";"Material Shortage"
70555;"9141AB";103;"Medium";"Machine Jam"
52374;"1955TY";48;"Medium";"Machine Jam"
59724;"4334OL";117;"Medium";"Machine Jam"
78841;"7363VF";244;"High";"Maintenance"
75172;"9629DU";113;"Medium";"Sensor Fault"
17220;"9584YI";164;"High";"Packaging Issue"
19120;"6973FI";89;"Medium";"Packaging Issue"
70719;"4105CA";271;"High";"Sensor Fault"
51524;"8825MF";298;"High";"Machine Jam"
88696;"8269WO";31;"Medium";"Cleaning"
37320;"1608DA";87;"Medium";"Cleaning"
35861;"6735QI";229;"High";"Packaging Issue"
33264;"6971RI";46;"Medium";"Packaging Issue"
58692;"8427SJ";31;"Medium";"Material Shortage"
66159;"8713VP";117;"Medium";"Maintenance"
75752;"6336WB";221;"High";"Machine Jam"
71933;"1012FJ";67;"Medium";"Material Shortage"
17806;"8147YV";81;"Medium";"Machine Jam"
40818;"2725JC";150;"High";"Packaging Issue"
79747;"2250VW";57;"Medium";"Maintenance"
39885;"8968VD";72;"Medium";"Machine Jam"
14079;"7117EU";255;"High";"Machine Jam"
89245;"9102AT";100;"Medium";"Maintenance"
