Batch_id,Production_date,Product_ID,Production_line,Shift,Planned_output_kg,Actual_output_kg,Waste_kg,Operation_minutes
4516VC,22/04/2025,10008,Line 2,AS,1626.2,1534.7,104.6,492
1586DX,02/08/2025,10006,Line 1,AS,1791.6,1646.2,161.9,383
7731BG,10/10/2025,10005,Line 2,DS,1590.6,1463.3,141.1,380
2507JD,28/03/2025,10007,Line 3,AS,1978.7,1853.1,144.1,455
4492KO,22/01/2025,10006,Line 1,NS,2264.9,2164.0,119.9,392
5965PQ,25/02/2025,10002,Line 1,DS,1715.5,1536.1,185.0,480
7757WQ,04/04/2025,10007,Line 3,NS,1786.9,1687.0,101.2,381
8001ZC,06/06/2025,10003,Line 1,DS,1512.1,1399.4,112.8,548
7106GJ,02/07/2025,10015,Line 1,AS,1805.3,1726.4,90.4,353
8575YA,22/06/2025,10001,Line 1,AS,2195.7,1931.0,278.4,397
7893EZ,21/11/2025,10015,Line 1,DS,1685.4,1649.3,51.6,449
3542BZ,23/07/2025,10009,Line 1,AS,2028.3,1935.3,95.3,459
7444JQ,02/04/2025,10016,Line 2,AS,1686.5,1585.2,116.4,366
8359VN,19/12/2025,10001,Line 1,AS,1979.0,1862.4,128.0,476
2793VH,23/02/2025,10012,Line 1,DS,1978.4,1716.6,278.2,330
7618CV,09/08/2025,10012,Line 1,AS,2535.2,2373.1,177.6,443
6180CJ,21/06/2025,10013,Line 3,DS,1425.0,1265.6,172.2,443
4936VL,09/08/2025,10004,Line 2,AS,1380.9,1272.7,110.8,445
8295NF,27/10/2025,10007,Line 3,NS,1530.7,1397.7,149.8,481
8149TD,25/05/2025,10015,Line 1,NS,1797.7,1639.3,168.6,440
4030FC,24/12/2025,10003,Line 1,DS,1720.7,1461.7,266.4,463
3257XD,16/02/2025,10018,Line 1,AS,2497.6,2346.6,160.4,428
4858GH,16/09/2025,10020,Line 2,AS,1642.7,1427.9,232.5,512
4753TR,14/12/2025,10015,Line 1,AS,1795.7,1624.7,184.8,424
7309KG,25/07/2025,10009,Line 1,AS,1509.4,1438.6,90.7,403
2492CU,16/11/2025,10009,Line 1,AS,1172.7,1147.5,28.5,372
6497CH,09/06/2025,10001,Line 1,DS,1544.2,1424.8,122.0,423
8368JW,06/10/2025,10002,Line 1,AS,1714.5,1557.8,176.3,408
3824YM,27/11/2025,10011,Line 2,DS,1702.1,1606.2,111.1,406
3047VS,01/12/2025,10004,Line 2,DS,1952.4,1799.6,171.1,493
4719CJ,02/11/2025,10009,Line 1,AS,2217.8,2036.5,185.9,434
7091AK,18/11/2025,10005,Line 2,DS,1563.5,1425.8,145.2,357
1994TZ,09/10/2025,10007,Line 3,NS,1610.0,1417.8,199.3,419
6447LK,20/11/2025,10008,Line 2,AS,2042.5,1730.2,316.9,417
8961AE,30/04/2025,10020,Line 2,DS,1582.4,1504.9,89.3,438
8938SR,06/02/2025,10010,Line 3,DS,2169.8,2083.5,91.4,485
9433RQ,15/08/2025,10001,Line 1,AS,2104.1,2055.0,60.7,489
6739LG,29/07/2025,10006,Line 1,AS,1999.2,1916.2,100.6,473
8707HF,15/01/2025,10004,Line 2,DS,1383.9,1220.8,173.1,398
3396KH,19/12/2025,10002,Line 1,DS,1885.7,1737.2,158.6,457
3663JJ,03/08/2025,10006,Line 1,DS,1429.7,1415.4,26.0,507
7006HE,21/04/2025,10002,Line 1,AS,1896.5,1702.9,195.4,460
6958CE,02/03/2025,10010,Line 3,DS,1484.0,1393.6,99.7,449
9534RH,21/10/2025,10005,Line 2,DS,1935.0,1716.1,228.1,330
1577FR,10/08/2025,10019,Line 3,NS,1994.0,1864.9,138.3,447
4760UV,24/02/2025,10004,Line 2,NS,1749.7,1615.2,140.5,484
5803ML,26/07/2025,10020,Line 2,AS,1681.4,1404.2,294.7,463
6160TZ,31/01/2025,10005,Line 2,DS,1415.2,1366.7,56.6,508
7638TD,29/05/2025,10015,Line 1,DS,1779.9,1670.1,112.4,492
1293YQ,18/05/2025,10011,Line 2,DS,1798.1,1525.1,273.8,365
2895KZ,22/10/2025,10006,Line 1,AS,1102.6,1057.5,48.7,512
4574UK,20/03/2025,10005,Line 2,NS,2204.6,1893.5,327.7,431
1836PA,13/11/2025,10003,Line 1,AS,1723.0,1503.0,222.0,428
7094VT,17/08/2025,10018,Line 1,DS,2358.3,2278.3,82.5,454
6293QH,18/07/2025,10019,Line 3,DS,1981.4,1876.8,114.3,430
2077SF,30/03/2025,10015,Line 1,DS,1676.5,1488.3,203.4,386
3197EZ,18/02/2025,10011,Line 2,AS,1663.5,1605.5,61.2,584
8149DC,27/12/2025,10004,Line 2,NS,2733.9,2631.9,107.0,500
5378YL,17/05/2025,10020,Line 2,AS,2164.9,1925.2,242.4,429
2414TM,11/10/2025,10006,Line 1,AS,1202.5,1070.6,133.8,463
7331VM,13/07/2025,10019,Line 3,DS,1426.9,1390.2,50.9,414
2231TG,07/02/2025,10006,Line 1,NS,1692.5,1609.1,92.5,477
5725XI,15/09/2025,10002,Line 1,DS,2006.4,1986.3,24.9,408
2629JX,16/02/2025,10015,Line 1,NS,1023.0,1000.4,25.5,450
6739DQ,12/11/2025,10019,Line 3,NS,1549.1,1411.4,156.9,462
1447RM,11/02/2025,10015,Line 1,DS,2124.9,1909.4,218.1,497
5755YE,29-06-2025,10002,Line 1,NS,1637.3,1500.3,156.2,513
4409MW,01/09/2025,10013,Line 3,AS,2019.7,1900.0,127.6,467
3079UW,15/11/2025,10001,Line 1,DS,1629.4,1342.5,289.4,489
1198PL,12/08/2025,10019,Line 3,DS,1438.3,1288.7,160.7,549
3341PD,22/12/2025,10020,Line 2,NS,1915.6,1821.3,103.7,486
6465BL,04/01/2025,10005,Line 2,DS,2404.7,2300.8,110.6,479
4532PI,16/04/2025,10007,Line 3,AS,1523.9,1431.2,93.5,422
5730FD,21/05/2025,10007,Line 3,NS,1898.0,1838.5,75.2,470
5616EN,18/07/2025,10007,Line 3,NS,1747.4,1629.2,120.5,429
9664JW,28/11/2025,10004,Line 2,AS,2276.0,1996.5,289.2,497
3481JY,09/09/2025,10020,Line 2,AS,2012.0,1757.5,261.6,446
6826TT,06/11/2025,10002,Line 1,DS,1429.5,1321.4,116.8,380
3673PV,30/07/2025,10002,Line 1,DS,1978.8,1918.1,68.4,491
1641DH,05/03/2025,10003,Line 1,AS,1667.4,1650.7,20.5,377
2962XX,11/10/2025,10014,Line 2,AS,1606.4,1379.3,231.6,401
4587IW,15/07/2025,10002,Line 1,AS,2025.3,1887.8,148.9,468
8968CV,20/10/2025,10010,Line 3,DS,2110.5,1844.8,269.5,495
9463MS,20/02/2025,10002,Line 1,DS,1913.1,1699.6,224.0,453
4754LE,16/02/2025,10012,Line 1,DS,1367.3,1222.0,156.0,453
1185LP,21/10/2025,10002,Line 1,DS,1742.1,1646.9,113.2,476
5345PO,08/02/2025,10013,Line 3,NS,1368.2,1281.4,90.4,422
5429RW,16/09/2025,10002,Line 1,AS,1142.2,1123.3,20.1,434
7584QS,18/02/2025,10012,Line 1,NS,1852.4,1762.3,107.7,479
5492RG,27/09/2025,10006,Line 1,AS,2205.3,1995.4,213.3,431
5799RO,13/06/2025,10006,Line 1,DS,1776.0,1638.2,151.8,503
5151PT,30/03/2025,10013,Line 3,DS,2404.1,2169.0,253.1,397
8841TV,27/12/2025,10010,Line 3,NS,1595.9,1416.4,189.5,405
5453KO,18/07/2025,10001,Line 1,AS,2493.4,2221.6,274.0,366
1843QS,27/02/2025,10007,Line 3,AS,1538.7,1361.2,190.7,414
5165BC,05/12/2025,10007,Line 3,AS,1793.0,1705.2,107.2,341
5362PT,02/04/2025,10002,Line 1,DS,1596.6,1423.2,187.0,374
1797HR,13/03/2025,10003,Line 1,AS,2013.2,1827.1,189.0,469
7570JJ,19/07/2025,10015,Line 1,AS,2036.6,1822.5,223.0,418
2356TC,05/10/2025,10005,Line 2,AS,1510.1,1406.5,115.6,443
7737UP,04/04/2025,10001,Line 1,NS,1955.9,1896.2,65.6,531
3118QC,24/10/2025,10007,Line 3,NS,928.0,869.3,63.3,433
7504UA,03/06/2025,10020,Line 2,NS,1758.5,1690.9,76.4,513
7089SO,16/03/2025,10001,Line 1,AS,1837.2,1806.9,41.5,465
4698HZ,17/09/2025,10002,Line 1,AS,2229.8,2186.2,53.7,420
4576CL,21/03/2025,10005,Line 2,AS,2111.3,1836.5,281.5,403
1782NC,11/07/2025,10006,Line 1,DS,2539.6,2196.2,358.7,344
8356CJ,10/02/2025,10001,Line 1,NS,1882.8,1645.0,249.0,450
1267NG,26/03/2025,10001,Line 1,DS,2206.8,2181.0,30.5,332
9445PB,29/12/2025,10002,Line 1,DS,2117.6,1835.4,294.7,510
7275RQ,21/10/2025,10009,Line 1,DS,1933.5,1741.3,201.1,496
7043NM,19/10/2025,10016,Line 2,DS,1386.9,1368.2,28.4,372
4218FV,01/12/2025,10001,Line 1,AS,1761.4,1616.1,155.9,273
3106HS,11/07/2025,10020,Line 2,DS,2084.2,1921.1,176.9,471
2106HU,07/07/2025,10001,Line 1,DS,1450.8,1320.4,147.3,383
4057NR,12/07/2025,10011,Line 2,DS,1486.2,1349.7,150.5,480
9308BS,17/03/2025,10006,Line 1,DS,1608.8,1448.3,162.4,480
2882UN,11/11/2025,10007,Line 3,NS,1750.6,1628.2,129.6,351
9893MH,10/01/2025,10009,Line 1,DS,1366.5,1299.7,67.8,417
3961TC,19/08/2025,10001,Line 1,DS,1949.7,1854.5,104.6,511
5851UP,15/04/2025,10002,Line 1,AS,1461.2,1323.6,138.7,444
8108CQ,27/10/2025,10011,Line 2,DS,1911.0,1769.4,148.1,504
4533TL,16/12/2025,10012,Line 1,DS,2028.7,1867.2,164.7,443
8146FL,26/08/2025,10019,Line 3,AS,1977.8,1841.7,139.6,472
5357PK,15/05/2025,10015,Line 1,AS,1536.5,1394.7,147.3,528
7023PG,20/02/2025,10005,Line 2,DS,1537.3,1452.8,91.2,321
2337SU,25/09/2025,10004,Line 2,DS,1893.5,1617.6,278.7,463
9151FU,24/06/2025,10009,Line 1,AS,2035.5,1758.0,282.8,359
1749BN,30/07/2025,10014,Line 2,DS,1193.3,1181.4,31.0,398
3226TS,28/03/2025,10014,Line 2,DS,1635.0,1578.6,70.1,376
7363VF,20/01/2025,10007,Line 3,AS,1780.2,1557.2,230.4,544
2865OQ,03/11/2025,10010,line 3,DS,1263.1,1092.7,173.9,404
7275CH,09/04/2025,10019,Line 3,AS,2134.3,2021.3,117.8,497
1268MK,12/10/2025,10020,Line 2,DS,1398.2,1224.0,180.5,419
4732RX,08/04/2025,10002,Line 1,DS,1739.9,1565.3,175.3,454
3715ZY,04/11/2025,10007,Line 3,NS,1408.3,1345.8,77.7,445
2993AE,25/04/2025,10001,Line 1,DS,1882.9,1702.6,192.3,476
8578TC,28/10/2025,10001,Line 1,DS,2240.0,2092.7,156.7,410
8702XS,30/03/2025,10003,Line 1,AS,1692.2,1431.6,276.3,432
1499BW,24/06/2025,10001,Line 1,DS,1585.3,1394.1,203.7,422
8805KN,16/06/2025,10002,Line 1,AS,1233.5,1033.4,210.3,318
5028RX,20/03/2025,10012,Line 1,DS,1724.1,1480.9,244.6,456
4376IO,26/04/2025,10003,Line 1,DS,1894.1,1801.7,109.7,388
9008UA,11/12/2025,10001,Line 1,DS,1841.4,1792.3,55.1,427
9245WB,25/09/2025,10002,Line 1,AS,2112.7,1937.4,175.5,358
5940HU,01/07/2025,10004,Line 2,DS,1426.4,1347.6,96.0,452
9053AO,11/12/2025,10011,Line 2,AS,1875.2,1657.2,232.3,440
7344KA,18/05/2025,10009,Line 1,DS,1603.2,1537.8,79.1,308
8703OO,23/07/2025,10001,Line 1,DS,1802.0,1552.9,262.2,405
6130SE,19/12/2025,10009,Line 1,DS,1775.8,1747.2,47.0,414
4396RQ,29/09/2025,10001,Line 1,DS,1974.7,1916.1,63.4,420
8550EL,01/07/2025,10001,Line 1,AS,1410.6,1348.0,65.9,478
1073QC,27/08/2025,10002,Line 1,AS,1946.5,1927.0,36.2,390
9395GU,19/05/2025,10002,Line 1,AS,2162.0,2055.1,126.7,357
8100TQ,09/08/2025,10011,Line 2,AS,1821.3,1760.9,72.0,489
7175BO,11/04/2025,10001,Line 1,NS,1959.9,1868.6,97.2,407
7972TT,01/10/2025,10016,Line 2,DS,1090.0,981.0,113.2,386
5492OX,25/12/2025,10007,Line 3,AS,1681.7,1519.9,162.0,436
1324VR,08/05/2025,10007,Line 3,NS,1667.6,1572.3,114.0,391
7120AX,18/04/2025,10014,Line 2,NS,2250.3,2211.1,57.6,379
1584WI,11/03/2025,10011,Line 2,NS,2313.9,2191.5,139.7,519
4916IC,10/11/2025,10009,Line 1,DS,2239.5,2212.0,43.2,396
1370EP,27/11/2025,10010,Line 3,NS,1461.0,1435.7,31.7,462
7848JE,23/12/2025,10003,Line 1,DS,1780.5,1560.7,236.8,428
1935AF,25/01/2025,10009,Line 1,DS,1550.6,1382.2,185.5,415
5635UH,26/05/2025,10002,Line 1,NS,1818.3,1636.7,195.8,446
2528EV,04/09/2025,10020,Line 2,DS,1719.1,1561.9,175.1,448
6840VN,01/05/2025,10013,Line 3,DS,1878.6,1819.6,59.8,540
4215VN,03/08/2025,10009,Line 1,DS,1900.3,1715.5,200.6,358
9238AL,14/04/2025,10003,Line 1,DS,1753.8,1736.3,28.7,443
3548CN,26/08/2025,10001,Line 1,NS,2001.2,1975.3,44.9,386
7298XE,26/10/2025,10008,Line 2,AS,1512.5,1371.6,151.3,393
2484UN,24/10/2025,10001,Line 1,NS,1759.1,1628.0,135.3,501
8546UL,18/12/2025,10013,Line 3,DS,1491.3,1367.0,140.6,462
7955VG,22/04/2025,10020,Line 2,AS,1264.9,1166.0,107.0,361
3430DM,13/10/2025,10002,Line 1,AS,2109.3,2005.6,121.4,382
5093RN,19/05/2025,10011,Line 2,DS,1411.4,1316.0,99.1,313
2461AJ,05/12/2025,10004,Line 2,DS,1991.8,1914.1,78.7,540
8796NA,21/12/2025,10009,Line 1,AS,1989.9,1779.6,212.1,439
2603CP,21/05/2025,10006,Line 1,AS,1531.1,1347.7,199.6,386
4079YJ,03/12/2025,10019,Line 3,DS,1546.2,1449.4,103.7,325
7677OD,30/07/2025,10005,Line 2,NS,1983.2,1882.0,118.0,357
8006RU,30/08/2025,10012,Line 1,DS,1789.4,1762.1,34.1,400
4852PE,12/02/2025,10012,Line 1,AS,2435.8,2340.6,105.5,471
6969MR,19/05/2025,10001,Line 1,DS,1939.0,1839.8,110.4,388
7319DU,12/04/2025,10013,Line 3,DS,1958.4,1722.1,240.9,354
9808AH,09/10/2025,10010,Line 3,DS,969.7,834.2,141.0,493
2226OT,21/02/2025,10010,Line 3,AS,2007.5,1987.4,38.1,491
2269IT,30/08/2025,10003,Line 1,NS,1643.4,1532.2,112.1,427
9152NB,02/08/2025,10001,Line 1,AS,1670.3,1616.1,59.9,502
5212CY,14/06/2025,10003,Line 1,N S,1919.4,1900.2,25.6,332
9902YN,08/02/2025,10001,Line 1,DS,1781.9,1663.2,137.2,398
2808DS,02/04/2025,10003,Line 1,DS,1943.7,1605.8,345.3,410
1368MD,29/11/2025,10013,Line 3,AS,2369.8,2222.8,154.6,381
5283BC,09/03/2025,10005,Line 2,DS,1896.9,1600.2,307.4,413
4595IU,13/10/2025,10012,Line 1,AS,2375.1,2158.2,227.6,543
1694FX,09/06/2025,10016,Line 2,DS,2136.0,1994.2,146.9,404
4864QL,09/04/2025,10003,Line 1,DS,1252.9,1077.8,183.0,423
7474XG,26/05/2025,10005,Line 2,DS,1406.2,1392.1,15.3,483
3900YM,27/09/2025,10002,Line 1,NS,1898.7,1838.0,79.6,385
1293TJ,23/05/2025,10005,Line 2,NS,1492.6,1377.7,118.3,404
9914UQ,17/08/2025,10003,Line 1,NS,1952.2,1801.8,168.9,453
5976FL,28/10/2025,10007,Line 3,DS,1612.5,1580.5,36.0,484
9911OU,30/01/2025,10011,Line 2,DS,1637.7,1535.5,109.8,457
7423WQ,21/11/2025,10012,Line 1,NS,2350.1,2112.8,242.3,435
9246LE,17/02/2025,10010,Line 3,NS,1926.0,1798.4,136.6,310
8159HB,28/02/2025,10001,Line 1,DS,1981.4,1766.7,226.6,419
8157IC,29/12/2025,10008,Line 2,NS,1743.2,1580.1,163.7,391
6122IU,12/01/2025,10020,Line 2,AS,1805.4,1692.2,114.2,393
3385SX,13/11/2025,10003,Line 1,AS,2238.3,2143.2,114.1,440
5799JR,28/01/2025,10005,Line 2,NS,2036.6,1946.8,105.2,392
6549DS,04/01/2025,10003,Line 1,DS,1390.5,1335.3,59.0,503
1009BR,21/10/2025,10012,Line 1,AS,2325.6,2302.3,29.4,401
8622BM,12/02/2025,10002,Line 1,DS,2399.9,2288.1,122.6,408
3667YF,11/01/2025,10005,Line 2,AS,1961.7,1879.0,83.3,437
8240IH,16/06/2025,10008,Line 2,DS,2303.6,2242.1,63.9,461
7654OU,02/10/2025,10007,Line 3,NS,1706.4,1561.1,158.1,351
1262GT,17/03/2025,10002,Line 1,DS,1406.5,1284.1,140.4,464
7404CE,11/10/2025,10019,Line 3,DS,1999.8,1845.0,163.1,361
4994BD,19/06/2025,10004,Line 2,NS,2196.3,2026.6,169.8,516
8110LK,03/12/2025,10007,Line 3,DS,1430.5,1313.0,118.5,426
9141ZY,08/06/2025,10016,Line 2,DS,1983.1,1707.4,277.1,395
8712SA,15/05/2025,10004,Line 2,DS,1741.2,1710.5,38.4,430
3932ND,28/01/2025,10009,Line 1,DS,1757.7,1664.6,96.1,431
5141EU,22/05/2025,10019,Line 3,NS,1624.0,1482.8,160.4,562
6287EQ,30/07/2025,10008,Line 2,DS,1485.3,1419.3,75.6,456
5480GH,03/08/2025,10012,Line 1,DS,1504.0,1467.8,45.7,423
6018HE,10/07/2025,10003,Line 1,AS,2499.8,2172.3,340.0,394
3443TE,14/09/2025,10002,Line 1,AS,1792.2,1733.5,73.5,350
6360PE,31/05/2025,10020,Line 2,AS,1823.9,1675.1,152.6,460
5832NM,31/10/2025,10006,Line 1,NS,2474.1,2264.0,226.4,459
3169VR,05/05/2025,10006,Line 1,AS,1895.6,1757.2,148.7,389
3223JP,15/05/2025,10005,Line 2,AS,1916.5,1734.3,201.6,367
8796AG,22/11/2025,10012,Line 1,DS,1862.0,1723.1,157.5,479
9656ST,13/01/2025,10003,Line 1,AS,2073.8,1776.1,310.2,451
1594ZL,07/08/2025,10007,Line 3,AS,1360.4,1249.8,115.0,450
6306AV,29/07/2025,10002,Line 1,AS,1950.2,1928.6,34.0,339
5303JC,06/03/2025,10001,Line 1,DS,1289.3,1179.2,116.1,487
9625YO,20/10/2025,10004,Line 2,DS,1352.1,1271.3,83.5,407
1071WU,19/12/2025,10001,Line 1,NS,1823.9,1654.1,185.3,471
1409ZC,23/02/2025,10004,Line 2,AS,1785.1,1760.2,38.3,421
6014BH,11/11/2025,10005,Line 2,NS,1206.4,1055.9,167.9,448
4802EN,06/09/2025,10001,Line 1,AS,1682.7,1586.6,111.9,317
7400GX,04/04/2025,10014,Line 2,NS,1169.3,1075.3,97.5,421
9668FQ,23/03/2025,10005,Line 2,NS,2016.2,1791.1,229.2,416
7153NS,28/11/2025,10016,Line 2,AS,1816.2,1623.0,200.9,365
8806RL,10/02/2025,10019,Line 3,AS,1683.8,1480.5,215.3,433
8127SD,23/02/2025,10020,Line 2,DS,1907.8,1759.3,167.2,393
4871TX,23/08/2025,10009,Line 1,NS,1742.1,1598.0,156.2,426
7222JF,06/02/2025,10012,Line 1,NS,1914.5,1743.8,173.9,473
6151GQ,26/03/2025,10002,Line 1,DS,1379.2,1365.4,31.5,395
4069SF,14/06/2025,10010,Line 3,DS,1508.3,1429.5,79.4,440
6959DC,25/02/2025,10009,Line 1,AS,1580.6,1438.8,142.7,414
6177VI,16/04/2025,10003,Line 1,DS,2401.8,2142.7,264.2,454
1737RX,03/11/2025,10003,Line 1,NS,1720.6,1567.0,166.2,489
3709TF,04/10/2025,10006,Line 1,DS,1777.6,1725.0,60.9,353
7308DQ,03/06/2025,10004,Line 2,NS,2428.4,2188.3,243.2,443
4119ZY,26/06/2025,10009,Line 1,AS,1831.3,1704.8,145.3,427
6692FW,27/10/2025,10001,Line 1,DS,1471.8,1385.7,97.2,468
8584VY,15/01/2025,10018,Line 1,AS,1241.2,1199.6,55.4,458
5620XH,05/03/2025,10012,Line 1,NS,1293.9,1194.9,101.7,360
1550SV,18/07/2025,10019,Line 3,AS,1495.7,1407.8,96.3,409
8311JQ,14/12/2025,10010,Line 3,AS,1767.0,1610.9,169.0,430
8970UC,18/07/2025,10003,Line 1,AS,2193.6,2157.5,36.7,347
6884CU,04/12/2025,10002,Line 1,DS,1504.6,1416.1,92.6,449
8987FP,22/03/2025,10009,Line 1,NS,1497.4,1371.1,143.3,567
5724KA,29/11/2025,10009,Line 1,NS,824.3,816.1,11.3,436
2883CC,27/02/2025,10002,Line 1,DS,1735.8,1566.0,185.5,479
4124NK,17/04/2025,10015,Line 1,AS,2256.1,2233.5,26.7,310
9784PT,13/10/2025,10004,Line 2,AS,1064.9,1036.1,30.6,473
3414BY,30/12/2025,10015,Line 1,NS,2156.8,1916.4,260.0,319
3896VM,20/07/2025,10010,Line 3,DS,2259.1,2142.6,119.8,379
9196AJ,12/03/2025,10020,Line 2,AS,2105.5,2084.4,25.0,528
8695MM,22/05/2025,10012,Line 1,DS,1844.9,1697.1,161.8,387
6213ED,19/11/2025,10004,Line 2,NS,1672.3,1567.1,124.8,429
4317VF,13/12/2025,10012,Line 1,DS,1897.3,1623.8,275.6,475
9083VC,29/12/2025,10001,Line 1,DS,1474.0,1350.0,134.0,424
4988LG,06/12/2025,10001,Line 1,AS,1558.2,1440.2,137.1,412
2152KH,01/03/2025,10005,Line 2,AS,1870.8,1788.8,92.4,451
3683WQ,07/11/2025,10002,Line 1,AS,2307.9,1968.1,353.2,423
1852SR,02/09/2025,10006,Line 1,AS,1558.5,1386.9,173.9,397
3328GM,09/12/2025,10003,Line 1,NS,1393.4,1298.2,101.3,369
1246YY,17/10/2025,10004,Line 2,AS,1785.5,1638.6,151.4,433
5695PS,28/12/2025,10020,Line 2,DS,1221.4,1145.9,88.8,372
8844EV,21/08/2025,10003,Line 1,DS,1691.9,1481.1,225.1,308
2644VY,06/09/2025,10012,Line 1,NS,1456.0,1405.5,64.5,518
9733QZ,06/04/2025,10006,Line 1,AS,1193.4,1181.5,15.5,406
3971XC,02/07/2025,10007,Line 3,DS,2421.4,2164.6,262.3,384
4854LG,05/05/2025,10018,Line 1,DS,2070.4,1787.7,284.8,414
8587TE,08/02/2025,10004,Line 2,DS,1603.7,1548.4,64.3,462
3660DE,25/02/2025,10012,Line 1,AS,1855.4,1724.4,133.6,419
5186YN,28/03/2025,10012,Line 1,DS,1654.5,1571.1,96.0,340
3849QW,28/09/2025,10006,Line 1,AS,1971.6,1942.3,47.6,323
6165RF,12/10/2025,10009,Line 1,DS,1633.5,1452.4,190.4,424
7958XB,28/07/2025,10013,Line 3,AS,1933.5,1798.8,149.0,414
6723QO,07/11/2025,10004,Line 2,AS,1802.3,1593.5,225.9,441
4275AV,24/02/2025,10017,Line 3,DS,1715.7,1558.8,173.9,327
2350PW,24/07/2025,10020,Line 2,DS,1718.7,1562.2,158.8,390
7421IH,30/12/2025,10007,Line 3,NS,1891.5,1674.9,232.8,315
8253ZB,24/10/2025,10012,Line 1,AS,1692.0,1623.7,84.8,397
3187CL,18/03/2025,10014,Line 2,NS,1163.8,1047.0,127.6,365
1194CG,28/11/2025,10010,Line 3,AS,2106.0,2071.3,54.0,326
3300HT,02/06/2025,10004,Line 2,DS,2446.0,2158.2,298.7,513
2358GR,17/06/2025,10010,Line 3,DS,1462.5,1294.9,169.9,431
8945FK,19/03/2025,10010,Line 3,NS,1578.4,1424.5,162.8,499
4331WT,05/10/2025,10002,Line 1,AS,2780.6,2508.7,283.5,317
8601FQ,21/03/2025,10004,Line 2,AS,1704.1,1604.3,105.0,455
2017HC,20/02/2025,10004,Line 2,NS,1170.2,1032.2,141.4,430
8824OQ,18/11/2025,10019,Line 3,NS,1849.5,1814.4,43.2,495
1661CH,26/11/2025,10004,Line 2,DS,1844.5,1684.7,178.0,359
6596JD,24/06/2025,10018,Line 1,AS,1835.3,1721.6,118.7,401
8077NX,19/08/2025,10015,Line 1,DS,1590.5,1527.2,64.6,324
4271DA,15/05/2025,10012,Line 1,DS,1205.1,1094.2,126.2,524
2956HJ,19/06/2025,10001,Line 1,NS,1789.4,1652.3,150.2,482
9710DH,08/05/2025,10001,Line 1,DS,1526.7,1496.2,33.7,455
2753SC,22/07/2025,10012,Line 1,AS,1492.2,1466.7,41.7,457
7272UJ,21/06/2025,10001,Line 1,DS,1907.5,1707.1,210.1,365
1604PF,19/10/2025,10019,Line 3,NS,1604.5,1534.2,73.6,390
2584UK,12/09/2025,10003,Line 1,AS,1769.6,1613.9,160.0,439
3796NL,17/09/2025,10001,Line 1,DS,1837.6,1708.4,141.8,393
3281WC,31/08/2025,10001,Line 1,AS,1172.4,1081.1,97.8,441
4744ZP,01/09/2025,10008,Line 2,AS,2339.9,2179.5,165.9,418
3335RG,24/01/2025,10001,Line 1,DS,1561.9,1386.4,189.0,449
7484NP,31/07/2025,10001,Line 1,DS,1650.1,1544.4,116.2,487
7442QW,10/04/2025,10002,Line 1,DS,1650.4,1473.8,193.3,421
4577OT,31/01/2025,10012,Line 1,DS,1918.8,1821.9,106.3,365
1258GR,02/02/2025,10020,Line 2,DS,1968.6,1843.3,140.7,471
5996AJ,03/11/2025,10020,Line 2,AS,1748.1,1606.8,141.8,322
8618PH,18/02/2025,10018,Line 1,DS,1358.9,1255.8,120.2,477
8814RX,05/04/2025,10009,Line 1,AS,1778.8,1599.2,189.9,468
6946RR,07/07/2025,10009,Line 1,AS,2196.0,2154.3,47.2,518
9445WU,30/09/2025,10007,Line 3,AS,1677.5,1421.1,257.6,404
3471RL,04/11/2025,10020,Line 2,AS,1899.7,1699.1,205.1,497
4946RT,11/04/2025,10002,Line 1,AS,2042.1,1897.8,149.8,449
6548SJ,22/12/2025,10003,Line 1,AS,1768.0,1664.0,115.7,462
7223WW,22/10/2025,10019,Line 3,NS,1583.2,1444.9,153.6,429
9323YS,24/06/2025,10007,Line 3,DS,1785.9,1690.5,111.3,464
4323QY,12/10/2025,10004,Line 2,DS,2783.0,2595.6,195.7,427
9346XP,30/12/2025,10003,Line 1,DS,1187.4,1125.6,68.9,416
2984GR,22/02/2025,10018,Line 1,NS,1657.3,1503.7,167.7,481
1811XM,20/05/2025,10001,Line 1,NS,2174.5,2084.9,102.1,421
4402HI,03/10/2025,10020,Line 2,DS,1787.4,1666.0,137.1,391
7172OV,24/11/2025,10011,Line 2,AS,2349.8,2326.3,28.1,436
8967PX,25/09/2025,10005,Line 2,DS,1399.9,1208.2,207.4,353
2863OT,01/10/2025,10004,Line 2,AS,1994.9,1774.3,233.8,420
4529ZH,30/06/2025,10001,Line 1,NS,1558.8,1472.5,88.3,418
8072HC,27/04/2025,10002,Line 1,NS,1729.9,1532.3,198.0,545
8928NF,21/11/2025,10017,Line 3,AS,1057.5,991.4,77.1,431
3789PZ,19/10/2025,10014,Line 2,AS,1490.0,1420.6,71.2,439
6604HZ,15/01/2025,10011,Line 2,NS,1252.6,1209.7,45.9,415
4726QW,28/01/2025,10004,Line 2,DS,1838.2,1608.4,246.5,302
4894RD,08/05/2025,10002,Line 1,DS,2015.7,1906.8,127.6,495
9826SK,30/08/2025,10020,Line 2,DS,2040.9,1818.2,229.8,475
4471WP,25/05/2025,10004,Line 2,AS,1811.2,1534.3,280.6,475
3539SC,03/03/2025,10003,Line 1,DS,2125.8,2051.7,91.1,466
4222KE,19/10/2025,10004,Line 2,DS,1547.0,1503.5,53.2,241
